X	Y	veg2010	TRI	snowcov	HFI2012
605505.5503	5657229	110.67881	28.73	1.3125	128
609505.5503	5657229	149.07374	35.30288	1.90625	122.03447
613505.5503	5657229	122.07251	14.47447	0.14286	114.60453
617505.5503	5657229	169.41517	14.30316	0.51563	93.23915
621505.5503	5657229	160.39222	40.66992	2.54688	112.22765
625505.5503	5657229	127.50101	24.04275	0.625	111.19283
629505.5503	5657229	165.55145	19.2168	0	108.7255
633505.5503	5657229	156.83232	7.37364	0	112.14738
637505.5503	5657229	162.56596	5.61132	0.01563	115.30029
641505.5503	5657229	200.9896	14.36978	0	111.39157
645505.5503	5657229	198.68844	14.52722	0.0625	109.26585
649505.5503	5657229	185.04126	8.42418	0.04688	107.5531
653505.5503	5657229	173.62454	8.12756	0	98.87453
657505.5503	5657229	193.52708	8.8044	0	112.68729
661505.5503	5657229	138.66508	4.23666	0	114.8805
665505.5503	5657229	154.20881	5.1201	0	88.0341
669505.5503	5657229	127.27966	3.47712	0	80.22761
673505.5503	5657229	125.357	2.82672	0	55.21455
677505.5503	5657229	110.74886	1.76675	0	63.28803
681505.5503	5657229	107.75776	1.86188	0	65.55051
685505.5503	5657229	106.62193	2.37701	0	57.15217
689505.5503	5657229	100.77837	2.96547	0	39.0379
693505.5503	5657229	95.40723	4.13127	0	50.40085
697505.5503	5657229	50.87656	3.8655	0	11.62335
589505.5503	5653229	72.50565	31.97044	12	128
593505.5503	5653229	78.79504	32.19922	12	128
597505.5503	5653229	127.50136	34.33113	11.55556	128
601505.5503	5653229	103.61344	27.01254	9.375	128
605505.5503	5653229	152.30853	41.73673	7.8125	127.92327
609505.5503	5653229	139.32775	28.22955	5.4375	113.41203
613505.5503	5653229	69.39219	43.97487	5.66071	125.17453
617505.5503	5653229	116.09861	25.42841	5.03125	127.52512
621505.5503	5653229	198.00086	15.16644	2.39063	118.45843
625505.5503	5653229	174.35014	38.86868	4.04688	127.30303
629505.5503	5653229	88.03538	39.24904	6.26563	128
633505.5503	5653229	133.83043	21.91875	1.03125	113.53699
637505.5503	5653229	176.55307	12.30039	1.8125	88.38184
641505.5503	5653229	203.03081	22.35022	1.29688	123.54177
645505.5503	5653229	195.74921	20.47793	2.125	127.02209
649505.5503	5653229	187.45176	8.42418	0.6875	104.46626
653505.5503	5653229	184.98952	11.46049	0.71875	77.54839
657505.5503	5653229	203.16981	9.73811	0.20313	98.80047
661505.5503	5653229	137.61916	3.61506	0	120.8801
665505.5503	5653229	183.8048	7.0186	0	89.20983
669505.5503	5653229	179.50983	5.60913	0	76.37381
673505.5503	5653229	181.54167	3.92408	0	94.75523
677505.5503	5653229	174.65417	2.83431	0	71.31266
681505.5503	5653229	124.18536	1.55825	0	32.76768
685505.5503	5653229	109.90425	2.15082	0	38.21447
689505.5503	5653229	110.29089	3.10509	0	49.73319
693505.5503	5653229	126.99803	3.12358	0	49.33664
697505.5503	5653229	117.41157	3.43854	0	68.53196
597505.5503	5649229	73.0051	34.95173	11.9375	128
601505.5503	5649229	54.18058	37.06213	11.28125	128
605505.5503	5649229	163.41466	26.03213	11.54688	128
609505.5503	5649229	131.89277	32.00149	5.09375	127.31804
613505.5503	5649229	114.61354	33.93073	8.89286	112.18829
617505.5503	5649229	99.31648	38.9552	6.76563	115.95957
621505.5503	5649229	76.41128	27.09673	10.73438	128
625505.5503	5649229	140.51161	24.77561	7.73438	126.35759
629505.5503	5649229	142.62783	44.45203	0.5	126.11044
633505.5503	5649229	164.09909	28.6215	1.20313	124.02382
637505.5503	5649229	104.1077	21.69302	3.89063	117.47923
641505.5503	5649229	198.44579	21.81895	3.40625	127.57777
645505.5503	5649229	191.2445	22.77427	4.25	127.71812
649505.5503	5649229	135.68233	15.36361	4.32813	119.82603
653505.5503	5649229	190.67948	20.36997	2.20313	92.41336
657505.5503	5649229	189.21777	13.06167	0.25	107.53327
661505.5503	5649229	177.46695	6.54413	0.32813	117.97207
665505.5503	5649229	147.95664	7.39983	0	117.27162
669505.5503	5649229	165.06558	6.77079	0	94.97722
673505.5503	5649229	178.64599	3.44457	0	107.54925
677505.5503	5649229	211.74123	6.96449	0	126.07741
681505.5503	5649229	181.81575	2.48525	0	91.0089
685505.5503	5649229	150.31659	2.02512	0	94.03644
689505.5503	5649229	118.3136	2.19297	0	45.52797
693505.5503	5649229	145.49418	2.17519	0	52.98353
697505.5503	5649229	109.49243	2.6818	0	56.96056
701505.5503	5649229	67.16845	1.50889	0	37.5137
597505.5503	5645229	69.78081	32.32088	11.9375	128
601505.5503	5645229	56.01022	39.1113	11.53125	128
605505.5503	5645229	82.86468	32.77847	11.625	128
609505.5503	5645229	157.53066	33.42222	5.48438	128
613505.5503	5645229	66.7491	32.78075	8.82143	128
617505.5503	5645229	105.61386	29.7866	8.07813	103.75763
621505.5503	5645229	58.90904	46.47916	11.23438	128
625505.5503	5645229	141.19576	25.20248	3.75	115.45177
629505.5503	5645229	140.6318	22.66346	0.21875	100.9379
633505.5503	5645229	132.33523	30.98358	4.90625	127.77909
637505.5503	5645229	99.7548	38.77657	5.53125	128
641505.5503	5645229	138.18726	19.58585	5.125	123.99842
645505.5503	5645229	195.53373	23.44613	3.04688	121.08215
649505.5503	5645229	127.25755	29.69229	2.84375	127.39881
653505.5503	5645229	155.19631	30.67693	2.76563	126.70126
657505.5503	5645229	204.01297	15.48929	0.57813	114.71155
661505.5503	5645229	192.17033	13.24886	0.15625	103.00301
665505.5503	5645229	167.75519	5.77363	0	78.51136
669505.5503	5645229	147.38096	4.36522	0	89.74181
673505.5503	5645229	162.00873	3.86216	0	122.95959
677505.5503	5645229	153.56086	6.51061	0	124.78766
681505.5503	5645229	159.55722	5.07153	0	118.15435
685505.5503	5645229	140.1559	3.08078	0	96.18392
689505.5503	5645229	112.83114	3.43075	0	49.81452
693505.5503	5645229	121.93058	4.02976	0	67.47429
697505.5503	5645229	114.95344	3.41397	0	74.49964
701505.5503	5645229	61.232	3.48542	0	18.55854
705505.5503	5645229	41.71929	2.74547	0	7.49634
593505.5503	5641229	32	5.18099	11.4375	128
597505.5503	5641229	38.47973	32.25879	11.9375	128
601505.5503	5641229	134.23273	33.99628	11.34375	128
605505.5503	5641229	88.25063	34.65792	10.03125	128
609505.5503	5641229	137.2093	27.12	8.09375	128
613505.5503	5641229	108.04976	35.29953	5.41071	121.55252
617505.5503	5641229	77.09772	26.17841	10.3125	103.72654
621505.5503	5641229	48.39984	48.02605	10.96875	128
625505.5503	5641229	60.52524	32.90762	6.34375	128
629505.5503	5641229	160.67371	12.61962	0.3125	105.80024
633505.5503	5641229	88.56101	41.64228	5.9375	127.43042
637505.5503	5641229	59.46406	39.95199	7.9375	128
641505.5503	5641229	82.23982	27.47555	4.90625	128
645505.5503	5641229	193.04219	17.37809	3.03125	121.53632
649505.5503	5641229	201.26588	29.63499	1.25	128
653505.5503	5641229	174.92378	28.56835	0.95313	126.36073
657505.5503	5641229	188.57453	16.4655	0.14063	124.49814
661505.5503	5641229	154.3566	5.9942	0.03125	114.8805
665505.5503	5641229	161.88422	11.78974	0.25	96.79497
669505.5503	5641229	194.62138	10.21839	0	109.23936
673505.5503	5641229	172.00676	7.92377	0	104.23101
677505.5503	5641229	153.43852	6.31611	0	92.15787
681505.5503	5641229	157.74292	6.73794	0	73.73837
685505.5503	5641229	118.59875	3.67471	0	46.58192
689505.5503	5641229	140.33868	4.2054	0	44.39027
693505.5503	5641229	129.60766	5.05929	0	44.98145
697505.5503	5641229	100.34843	2.47992	0	27.34798
701505.5503	5641229	99.1348	2.79193	0	27.20554
705505.5503	5641229	97.01714	1.563	0	23.78235
593505.5503	5637229	46.08462	46.92213	12	128
597505.5503	5637229	109.3211	35.34625	11.94737	128
601505.5503	5637229	114.85621	21.97276	11.13115	128
605505.5503	5637229	128.17072	36.86595	11.46875	127.93286
609505.5503	5637229	154.89308	22.95448	4.70313	118.74375
613505.5503	5637229	171.75207	17.25896	6.71429	81.35558
617505.5503	5637229	66.25189	39.05465	10.65625	127.81381
621505.5503	5637229	110.17948	43.91457	10.85938	128
625505.5503	5637229	138.13892	47.74604	4.32813	128
629505.5503	5637229	154.09851	9.05757	4.1875	117.52326
633505.5503	5637229	155.00131	38.02023	4	126.85259
637505.5503	5637229	45.01093	38.29304	7.8125	128
641505.5503	5637229	55.84771	38.07322	7.09375	128
645505.5503	5637229	159.63082	18.20601	4.96875	127.59454
649505.5503	5637229	193.52874	22.82691	2.84375	126.89482
653505.5503	5637229	183.85784	28.56835	0.26563	126.14391
657505.5503	5637229	180.59347	14.45341	0.57813	120.19153
661505.5503	5637229	176.46968	8.13909	0.25	110.49486
665505.5503	5637229	161.88734	15.02043	0.07813	95.57567
669505.5503	5637229	194.55654	13.69959	0.03125	103.98655
673505.5503	5637229	177.70983	10.13135	0	100.28809
677505.5503	5637229	191.74772	8.80584	0	108.55779
681505.5503	5637229	162.91974	8.85435	0	93.32168
685505.5503	5637229	126.80456	3.89848	0	54.50542
689505.5503	5637229	119.26609	5.37276	0	35.89438
693505.5503	5637229	145.38381	8.37694	0	85.72921
697505.5503	5637229	112.15656	5.32033	0	46.75799
701505.5503	5637229	104.60299	3.60734	0	38.03813
705505.5503	5637229	108.82942	3.48788	0	48.25932
601505.5503	5633229	78.03587	28.73331	11	128
605505.5503	5633229	131.95993	26.64321	11.69841	128
609505.5503	5633229	145.01399	13.93193	9.42188	121.76447
613505.5503	5633229	121.5495	14.19296	11.39286	102.8703
617505.5503	5633229	148.36415	44.91954	10.92188	119.71212
621505.5503	5633229	41.75012	35.33827	11.98438	128
625505.5503	5633229	153.26854	32.46774	8.98438	127.49741
629505.5503	5633229	127.83648	35.87304	4.5	124.78907
633505.5503	5633229	155.21649	30.77735	7.39063	128
637505.5503	5633229	57.16682	40.22084	8.9375	128
641505.5503	5633229	70.19635	34.32236	5.65625	128
645505.5503	5633229	144.78746	24.46261	4.85938	128
649505.5503	5633229	173.57399	20.95369	2.23438	124.94706
653505.5503	5633229	171.73988	21.99526	1.25	117.65535
657505.5503	5633229	179.6559	16.84224	1.4375	118.86613
661505.5503	5633229	201.50935	14.89171	1.76563	107.33815
665505.5503	5633229	178.47508	15.83875	0.40625	103.57165
669505.5503	5633229	196.11155	12.269	0	109.77948
673505.5503	5633229	174.08357	11.55325	0	108.51046
677505.5503	5633229	156.87338	8.90172	0	84.40884
681505.5503	5633229	170.16518	9.46512	0	96.34969
685505.5503	5633229	129.26407	4.61328	0	67.39987
689505.5503	5633229	114.60468	4.12716	0	63.09967
693505.5503	5633229	130.78742	6.71234	0	79.17068
697505.5503	5633229	127.64622	7.21974	0	51.16814
701505.5503	5633229	124.53137	5.35416	0	33.03762
705505.5503	5633229	106.48163	2.68542	0	28.77584
709505.5503	5633229	98.18729	2.99059	0	23.9883
605505.5503	5629229	117.67941	24.59228	11.70588	128
609505.5503	5629229	163.47162	35.62181	10.9375	128
613505.5503	5629229	84.57434	28.19419	11.80357	127.70696
617505.5503	5629229	169.89328	23.79584	11.125	96.56507
621505.5503	5629229	109.97579	48.83479	10.71875	124.42385
625505.5503	5629229	98.09042	23.08549	9.5625	126.89061
629505.5503	5629229	88.70774	40.99111	4.95313	125.28212
633505.5503	5629229	88.52427	29.29765	11.21875	128
637505.5503	5629229	74.32956	41.93842	7.20313	128
641505.5503	5629229	84.69879	38.27898	3.76563	128
645505.5503	5629229	118.45369	29.34941	4.51563	127.75177
649505.5503	5629229	174.2477	20.43347	2.04688	119.07627
653505.5503	5629229	137.62225	14.07462	3.5625	124.98365
657505.5503	5629229	169.16981	10.36814	2.90625	113.5055
661505.5503	5629229	197.14165	18.87381	1.45313	116.49889
665505.5503	5629229	197.68498	20.15491	0.85938	113.00094
669505.5503	5629229	185.0445	13.61954	0.10938	86.2373
673505.5503	5629229	163.67288	10.8345	0	92.82516
677505.5503	5629229	140.18211	7.87595	0	74.62215
681505.5503	5629229	132.27618	8.13447	0	83.39964
685505.5503	5629229	119.47598	5.25605	0	50.8035
689505.5503	5629229	117.71991	3.58717	0	44.78327
693505.5503	5629229	120.40283	5.1006	0	90.47834
697505.5503	5629229	124.06566	6.6792	0	68.53445
701505.5503	5629229	122.48058	8.01501	0	84.72176
705505.5503	5629229	110.00949	3.09442	0	54.45436
709505.5503	5629229	104.28411	4.40585	0	38.89019
609505.5503	5625229	140.98014	22.80606	11.89063	128
613505.5503	5625229	79.1602	38.61483	11.91071	128
617505.5503	5625229	65.02223	23.59842	11.75	114.83584
621505.5503	5625229	165.16698	36.46822	10.35938	87.39434
625505.5503	5625229	96.51932	35.34685	10.71875	126.71639
629505.5503	5625229	138.15936	37.60248	3.98438	125.03841
633505.5503	5625229	67.81702	36.92338	9.375	128
637505.5503	5625229	102.9419	41.70356	7.42188	128
641505.5503	5625229	97.42748	36.01756	6.07813	127.79074
645505.5503	5625229	52.71502	30.68202	7.23438	127.95028
649505.5503	5625229	158.03655	15.70561	2.95313	127.94541
653505.5503	5625229	187.5734	25.84255	3.59375	127.92315
657505.5503	5625229	172.87414	19.39051	3.26563	127.15684
661505.5503	5625229	187.96029	24.63921	1.53125	126.5629
665505.5503	5625229	208.53231	17.08936	0.26563	126.48939
669505.5503	5625229	209.93584	12.94157	0.0625	114.94684
673505.5503	5625229	172.24654	7.79938	0	109.30684
677505.5503	5625229	136.10316	5.01786	0	69.17737
681505.5503	5625229	129.09331	4.95379	0	64.37512
685505.5503	5625229	114.04583	4.06658	0	60.10511
689505.5503	5625229	132.64206	5.57605	0	61.93556
693505.5503	5625229	107.40723	2.69343	0	41.96612
697505.5503	5625229	96.52723	4.40189	0	79.78845
701505.5503	5625229	97.36824	4.20873	0	47.70028
705505.5503	5625229	101.12923	3.1172	0	45.61781
709505.5503	5625229	91.53829	3.69773	0	57.05708
713505.5503	5625229	51.93601	1.98596	0	26.81118
609505.5503	5621229	71.36376	20.93646	11.90909	128
613505.5503	5621229	138.04487	35.92597	12	128
617505.5503	5621229	31.61454	48.6096	11.85714	128
621505.5503	5621229	77.25063	25.70071	11.78125	125.64727
625505.5503	5621229	175.27492	38.36152	7.40625	117.58023
629505.5503	5621229	179.07133	28.64873	2.32813	127.53295
633505.5503	5621229	103.31506	44.34832	6.125	125.10511
637505.5503	5621229	73.07258	37.24828	11.21875	128
641505.5503	5621229	72.23797	38.66403	9.34375	127.89992
645505.5503	5621229	58.07445	38.30466	6.34375	128
649505.5503	5621229	121.86171	20.10293	3.65625	127.91812
653505.5503	5621229	141.48585	21.91741	4.96875	127.98644
657505.5503	5621229	185.05383	19.39051	3.1875	127.80894
661505.5503	5621229	182.43703	18.55798	2.20313	128
665505.5503	5621229	205.85469	18.52536	0.26563	126.63447
669505.5503	5621229	213.80031	12.00998	0.15625	121.59525
673505.5503	5621229	186.62008	10.34317	0	118.43349
677505.5503	5621229	165.92123	8.25361	0	76.84169
681505.5503	5621229	110.59819	4.7724	0	67.99838
685505.5503	5621229	143.58766	6.64787	0	58.14827
689505.5503	5621229	112.10016	5.12787	0	41.86982
693505.5503	5621229	93.55676	2.38332	0	45.41584
697505.5503	5621229	107.92437	2.39955	0	59.69446
701505.5503	5621229	111.16828	2.9953	0	47.22421
705505.5503	5621229	105.47414	3.43931	0	38.85157
709505.5503	5621229	104.38734	3.21421	0	42.30233
713505.5503	5621229	100.16464	2.0333	0	33.15771
621505.5503	5617229	92.59784	40.73914	10.89063	128
625505.5503	5617229	113.43143	24.53262	10.82813	125.15814
629505.5503	5617229	161.86604	16.98047	5.10938	120.30123
633505.5503	5617229	155.38029	50.76654	3.98438	121.62205
637505.5503	5617229	64.8434	39.83911	10.82813	128
641505.5503	5617229	127.05684	37.41531	9	127.78165
645505.5503	5617229	92.95311	41.10189	7.04688	127.7559
649505.5503	5617229	77.96116	31.03785	7.01563	127.78631
653505.5503	5617229	100.96199	16.98258	5.75	128
657505.5503	5617229	165.41423	19.41877	1.67188	128
661505.5503	5617229	197.09735	18.46894	1.29688	127.99502
665505.5503	5617229	205.53766	17.63993	0.75	125.82001
669505.5503	5617229	204.47514	15.77257	0.40625	126.4466
673505.5503	5617229	208.97052	14.83566	0.15625	128
677505.5503	5617229	194.07666	14.22599	0	125.91598
681505.5503	5617229	137.85372	5.8246	0	55.14339
685505.5503	5617229	126.24756	7.7673	0	77.8967
689505.5503	5617229	98.12903	5.09972	0	75.72326
693505.5503	5617229	105.9728	2.09485	0	49.23821
697505.5503	5617229	116.21716	3.09246	0	26.23295
701505.5503	5617229	115.17264	4.21355	0	39.31163
705505.5503	5617229	108.26566	4.08603	0	48.80224
709505.5503	5617229	103.7173	3.66005	0	28.92275
713505.5503	5617229	111.30617	2.06588	0	42.17131
621505.5503	5613229	106.13373	38.02183	10.9375	128
625505.5503	5613229	131.81907	34.59925	7.90625	128
629505.5503	5613229	83.0809	11.80933	7.14063	109.29221
633505.5503	5613229	189.44235	28.33665	3.375	115.5184
637505.5503	5613229	117.51989	44.26669	8.90625	126.59763
641505.5503	5613229	74.15086	20.06589	11.40625	127.63192
645505.5503	5613229	146.66808	37.54295	7.60938	127.78302
649505.5503	5613229	50.98675	37.38068	6.84375	128
653505.5503	5613229	91.19631	28.44384	5.1875	128
657505.5503	5613229	203.79269	20.78193	1.64063	128
661505.5503	5613229	189.33254	14.4035	0.84375	127.92037
665505.5503	5613229	187.31042	14.97148	0.5625	125.74226
669505.5503	5613229	187.35461	15.75785	0.25	125.50692
673505.5503	5613229	183.15904	10.59027	0.14063	119.78255
677505.5503	5613229	167.85539	11.86828	0	123.11472
681505.5503	5613229	147.08769	8.52263	0	86.11982
685505.5503	5613229	137.43278	7.03189	0	57.45656
689505.5503	5613229	106.32396	4.51558	0	43.19968
693505.5503	5613229	104.51069	2.94328	0	46.07103
697505.5503	5613229	111.10186	3.4454	0	48.3629
701505.5503	5613229	116.05998	3.86614	0	47.43216
705505.5503	5613229	109.43899	2.10014	0	34.58691
